combo_id,recall,cpr,coverage,lift,n_candidates,n_true_positives,n_events,base_rate
rate=0.05_fast=12_slow=50,0.04012036108324975,0.5333333333333333,0.07267441860465117,1.0173752310536044,75,40,1032,0.5242248062015504
rate=0.05_fast=12_slow=60,0.04012036108324975,0.5333333333333333,0.07267441860465117,1.0173752310536044,75,40,1032,0.5242248062015504
rate=0.05_fast=15_slow=20,0.0391566265060241,0.52,0.07267441860465117,0.9919408502772643,75,39,1032,0.5242248062015504
rate=0.05_fast=15_slow=30,0.0391566265060241,0.52,0.07267441860465117,0.9919408502772643,75,39,1032,0.5242248062015504
rate=0.05_fast=15_slow=40,0.041082164328657314,0.5466666666666666,0.07267441860465117,1.0428096118299444,75,41,1032,0.5242248062015504
rate=0.05_fast=15_slow=50,0.04012036108324975,0.5333333333333333,0.07267441860465117,1.0173752310536044,75,40,1032,0.5242248062015504
rate=0.05_fast=15_slow=60,0.04012036108324975,0.5333333333333333,0.07267441860465117,1.0173752310536044,75,40,1032,0.5242248062015504
rate=0.1_fast=5_slow=20,0.051829268292682924,0.5151515151515151,0.09593023255813954,0.9826919845404133,99,51,1032,0.5242248062015504
rate=0.1_fast=5_slow=30,0.0508646998982706,0.5050505050505051,0.09593023255813954,0.9634235142553073,99,50,1032,0.5242248062015504
rate=0.1_fast=5_slow=40,0.0508646998982706,0.5050505050505051,0.09593023255813954,0.9634235142553073,99,50,1032,0.5242248062015504
rate=0.1_fast=5_slow=50,0.0537525354969574,0.5353535353535354,0.09593023255813954,1.0212289251106257,99,53,1032,0.5242248062015504
rate=0.1_fast=5_slow=60,0.0537525354969574,0.5353535353535354,0.09593023255813954,1.0212289251106257,99,53,1032,0.5242248062015504
rate=0.1_fast=8_slow=20,0.04989816700610998,0.494949494949495,0.09593023255813954,0.944155043970201,99,49,1032,0.5242248062015504
rate=0.1_fast=8_slow=30,0.04892966360856269,0.48484848484848486,0.09593023255813954,0.9248865736850949,99,48,1032,0.5242248062015504
rate=0.1_fast=8_slow=40,0.04989816700610998,0.494949494949495,0.09593023255813954,0.944155043970201,99,49,1032,0.5242248062015504
rate=0.1_fast=8_slow=50,0.051829268292682924,0.5151515151515151,0.09593023255813954,0.9826919845404133,99,51,1032,0.5242248062015504
rate=0.1_fast=8_slow=60,0.051829268292682924,0.5151515151515151,0.09593023255813954,0.9826919845404133,99,51,1032,0.5242248062015504
rate=0.1_fast=10_slow=20,0.051829268292682924,0.5151515151515151,0.09593023255813954,0.9826919845404133,99,51,1032,0.5242248062015504
rate=0.1_fast=10_slow=30,0.04989816700610998,0.494949494949495,0.09593023255813954,0.944155043970201,99,49,1032,0.5242248062015504
rate=0.1_fast=10_slow=40,0.04892966360856269,0.48484848484848486,0.09593023255813954,0.9248865736850949,99,48,1032,0.5242248062015504
rate=0.1_fast=10_slow=50,0.051829268292682924,0.5151515151515151,0.09593023255813954,0.9826919845404133,99,51,1032,0.5242248062015504
rate=0.1_fast=10_slow=60,0.0508646998982706,0.5050505050505051,0.09593023255813954,0.9634235142553073,99,50,1032,0.5242248062015504
rate=0.1_fast=12_slow=20,0.0508646998982706,0.5050505050505051,0.09593023255813954,0.9634235142553073,99,50,1032,0.5242248062015504
rate=0.1_fast=12_slow=30,0.0508646998982706,0.5050505050505051,0.09593023255813954,0.9634235142553073,99,50,1032,0.5242248062015504
rate=0.1_fast=12_slow=40,0.051829268292682924,0.5151515151515151,0.09593023255813954,0.9826919845404133,99,51,1032,0.5242248062015504
rate=0.1_fast=12_slow=50,0.0508646998982706,0.5050505050505051,0.09593023255813954,0.9634235142553073,99,50,1032,0.5242248062015504
rate=0.1_fast=12_slow=60,0.0508646998982706,0.5050505050505051,0.09593023255813954,0.9634235142553073,99,50,1032,0.5242248062015504
rate=0.1_fast=15_slow=20,0.04795918367346939,0.47474747474747475,0.09593023255813954,0.9056181033999887,99,47,1032,0.5242248062015504
rate=0.1_fast=15_slow=30,0.04892966360856269,0.48484848484848486,0.09593023255813954,0.9248865736850949,99,48,1032,0.5242248062015504
rate=0.1_fast=15_slow=40,0.0508646998982706,0.5050505050505051,0.09593023255813954,0.9634235142553073,99,50,1032,0.5242248062015504
rate=0.1_fast=15_slow=50,0.04989816700610998,0.494949494949495,0.09593023255813954,0.944155043970201,99,49,1032,0.5242248062015504
rate=0.1_fast=15_slow=60,0.0508646998982706,0.5050505050505051,0.09593023255813954,0.9634235142553073,99,50,1032,0.5242248062015504
rate=0.15_fast=5_slow=20,0.07574206755373593,0.5736434108527132,0.125,1.0942698706099814,129,74,1032,0.5242248062015504
rate=0.15_fast=5_slow=30,0.07098765432098765,0.5348837209302325,0.125,1.020332717190388,129,69,1032,0.5242248062015504
rate=0.15_fast=5_slow=40,0.06907216494845361,0.5193798449612403,0.125,0.9907578558225508,129,67,1032,0.5242248062015504
rate=0.15_fast=5_slow=50,0.07194244604316546,0.5426356589147286,0.125,1.0351201478743066,129,70,1032,0.5242248062015504
rate=0.15_fast=5_slow=60,0.0728952772073922,0.5503875968992248,0.125,1.0499075785582255,129,71,1032,0.5242248062015504
rate=0.15_fast=8_slow=20,0.07479508196721311,0.5658914728682171,0.125,1.0794824399260627,129,73,1032,0.5242248062015504
rate=0.15_fast=8_slow=30,0.07098765432098765,0.5348837209302325,0.125,1.020332717190388,129,69,1032,0.5242248062015504
rate=0.15_fast=8_slow=40,0.07003089598352215,0.5271317829457365,0.125,1.0055452865064696,129,68,1032,0.5242248062015504
rate=0.15_fast=8_slow=50,0.07003089598352215,0.5271317829457365,0.125,1.0055452865064696,129,68,1032,0.5242248062015504
rate=0.15_fast=8_slow=60,0.06907216494845361,0.5193798449612403,0.125,0.9907578558225508,129,67,1032,0.5242248062015504
rate=0.15_fast=10_slow=20,0.07194244604316546,0.5426356589147286,0.125,1.0351201478743066,129,70,1032,0.5242248062015504
rate=0.15_fast=10_slow=30,0.07003089598352215,0.5271317829457365,0.125,1.0055452865064696,129,68,1032,0.5242248062015504
rate=0.15_fast=10_slow=40,0.06714876033057851,0.5038759689922481,0.125,0.9611829944547134,129,65,1032,0.5242248062015504
rate=0.15_fast=10_slow=50,0.06907216494845361,0.5193798449612403,0.125,0.9907578558225508,129,67,1032,0.5242248062015504
rate=0.15_fast=10_slow=60,0.06907216494845361,0.5193798449612403,0.125,0.9907578558225508,129,67,1032,0.5242248062015504
rate=0.15_fast=12_slow=20,0.07194244604316546,0.5426356589147286,0.125,1.0351201478743066,129,70,1032,0.5242248062015504
rate=0.15_fast=12_slow=30,0.06907216494845361,0.5193798449612403,0.125,0.9907578558225508,129,67,1032,0.5242248062015504
rate=0.15_fast=12_slow=40,0.06907216494845361,0.5193798449612403,0.125,0.9907578558225508,129,67,1032,0.5242248062015504
rate=0.15_fast=12_slow=50,0.07003089598352215,0.5271317829457365,0.125,1.0055452865064696,129,68,1032,0.5242248062015504
rate=0.15_fast=12_slow=60,0.06811145510835913,0.5116279069767442,0.125,0.9759704251386321,129,66,1032,0.5242248062015504
rate=0.15_fast=15_slow=20,0.06907216494845361,0.5193798449612403,0.125,0.9907578558225508,129,67,1032,0.5242248062015504
rate=0.15_fast=15_slow=30,0.06907216494845361,0.5193798449612403,0.125,0.9907578558225508,129,67,1032,0.5242248062015504
rate=0.15_fast=15_slow=40,0.07194244604316546,0.5426356589147286,0.125,1.0351201478743066,129,70,1032,0.5242248062015504
rate=0.15_fast=15_slow=50,0.06907216494845361,0.5193798449612403,0.125,0.9907578558225508,129,67,1032,0.5242248062015504
rate=0.15_fast=15_slow=60,0.06811145510835913,0.5116279069767442,0.125,0.9759704251386321,129,66,1032,0.5242248062015504
